5495049 | cookie cookie | New mark | 12.100
5399756 | chocolate cake | Kinder | 1
3173453 | cookie bonbon | Ood | 22.997
9653378 | pie bisquits | Milka | 19.961
4170033 | pie cookie | Kinder | 7
2112163 | waffle pie | Milka | 1
1672362 | chocolate  | Milka | 22
2170420 | cake donnat | Nestle | 0
9144529 | bisquits bonbon | Nestle | 7.451
8939912 | bonbon bisquits | Kinder | 22.725
332459 | donnat donnat | My firm | 19
1439462 | donnat pie | New mark | 20
9733282 | bisquits  | New mark | 25
9255170 | cake donnat | Ood | 0.869
7462122 | donnat cake | Ood | 29
9528940 | waffle  | Ood | 8
3427033 | bonbon waffle | Nestle | 22.186
1751069 | bonbon  | Ood | 11
2852597 | cookie chocolate | My firm | 10
3977340 | chocolate  | Milka | 25
9809446 | chocolate donnat | New mark | 16
5828136 | cookie cookie | My firm | 8.683
5711053 | cake cake | My firm | 5
4239847 | waffle waffle | Ood | 16
488929 | bisquits  | My firm | 1.165
3045566 | bisquits bisquits | Ood | 6
5974393 | waffle bonbon | Kinder | 7
4606378 | pie bisquits | My firm | 11
4313586 | donnat cake | Ood | 19
6616013 | bisquits  | Milka | 5
2665486 | waffle bisquits | My firm | 29
8265454 | chocolate bisquits | New mark | 9.588
4284862 | cake  | My firm | 19
8731979 | bisquits  | New mark | 1
1362544 | donnat  | My firm | 29
7213449 | cookie  | Ood | 4
5404253 | waffle waffle | My firm | 3
5702952 | cookie bonbon | Karmela | 24
5281602 | donnat bonbon | Ood | 19
3955648 | pie donnat | Ood | 8
6000243 | cookie cookie | My firm | 11
1940839 | pie cake | Ood | 25
598257 | bonbon waffle | Karmela | 8
7727055 | bonbon chocolate | My firm | 7.696
8791964 | cookie pie | Kinder | 29
4496181 | cake  | My firm | 21
1493235 | donnat donnat | New mark | 1
6007023 | bonbon bisquits | Ood | 13
3915310 | cookie chocolate | Kinder | 25
9201193 | donnat  | Kinder | 25
985824 | cake bonbon | Milka | 17.623
2171890 | cookie  | New mark | 6
959555 | cake bonbon | New mark | 16.569
8870995 | bonbon  | Nestle | 25
2292041 | chocolate  | New mark | 28
2371567 | donnat  | Nestle | 1
3894938 | bonbon  | Ood | 11.911
350727 | waffle  | Ood | 28.290
3618683 | cookie pie | Kinder | 27
2300429 | waffle  | Nestle | 9
6771367 | cookie  | My firm | 20.444
1628322 | donnat donnat | New mark | 25
8246999 | waffle  | Kinder | 7
6525843 | bonbon chocolate | Nestle | 6.671
1594509 | pie cookie | Kinder | 15.463
1813820 | cake  | New mark | 25.422
1335000 | donnat bonbon | My firm | 27
3938811 | bonbon  | New mark | 3
8636780 | bonbon  | My firm | 1
33812 | bonbon bisquits | New mark | 10.361
2537977 | bisquits waffle | Karmela | 15
5747864 | chocolate donnat | Karmela | 23
4158778 | pie bonbon | Nestle | 22
9994251 | cake cake | Kinder | 3.704
6828256 | bonbon bisquits | My firm | 16.436
6450006 | bonbon cake | Nestle | 2
5023707 | waffle  | Karmela | 21
7744650 | cookie waffle | New mark | 7
8927620 | pie waffle | My firm | 26
3530851 | chocolate  | Milka | 24.359
8464310 | chocolate donnat | Nestle | 27.338
2552935 | chocolate cookie | Kinder | 27
9330803 | donnat bisquits | My firm | 16
5289096 | bonbon  | Nestle | 20.444
2002998 | pie waffle | Milka | 27
2006283 | waffle bisquits | My firm | 16
5530836 | donnat pie | My firm | 23.312
4464189 | cookie pie | Ood | 16
7132069 | donnat  | New mark | 26.280
6697350 | bonbon donnat | Kinder | 21
3280918 | donnat donnat | Nestle | 29.398
6197208 | bonbon bisquits | Ood | 9.641
4584899 | donnat cake | New mark | 16.737
6595510 | waffle  | Milka | 21.517
6992973 | waffle chocolate | Karmela | 24
6558539 | cookie  | Nestle | 8.366
5753188 | bonbon waffle | My firm | 10.171
955861 | pie pie | Milka | 9
7027936 | chocolate cookie | Karmela | 22
753954 | bonbon pie | Karmela | 8.361
4064807 | bisquits  | Nestle | 2.325
8555698 | bonbon waffle | My firm | 8.349
7850169 | cookie pie | Ood | 7
6538460 | bisquits cake | Kinder | 22
7038538 | cake pie | New mark | 11
7192052 | pie  | My firm | 11.465
9560430 | bonbon  | Karmela | 1
8957911 | bonbon  | My firm | 13.765
6336402 | cake waffle | Milka | 17.504
9562287 | cake cookie | Karmela | 26.770
2492078 | bisquits chocolate | Milka | 20.387
192132 | chocolate pie | My firm | 17.392
6082038 | cookie donnat | Kinder | 24.786
404328 | donnat waffle | My firm | 2
9948740 | pie donnat | Milka | 28.589
9358372 | cookie waffle | Milka | 21.998
3878306 | waffle  | Ood | 1.76
6835314 | waffle cake | Kinder | 6
7086528 | pie cake | Ood | 29.679
329621 | waffle chocolate | Ood | 12
3943094 | bonbon  | Karmela | 28
45448 | bonbon  | Nestle | 29
7437062 | waffle  | Milka | 2
2378486 | pie waffle | My firm | 25
9196712 | cake pie | Nestle | 1.644
9658984 | chocolate cake | Nestle | 7.704
6024830 | pie donnat | Milka | 10.719
2243403 | waffle cake | Karmela | 5
6739218 | bonbon chocolate | Ood | 17
6895665 | bisquits chocolate | New mark | 12
5724912 | pie  | Milka | 4
6247101 | bonbon chocolate | Karmela | 14
6198877 | donnat waffle | Kinder | 23.79
4323476 | donnat  | Milka | 3.149
712491 | chocolate  | My firm | 24.651
6931304 | cookie waffle | Milka | 9
2768504 | bisquits waffle | Ood | 23
8854096 | waffle  | Kinder | 8
1401436 | pie donnat | Kinder | 21
687080 | donnat chocolate | Karmela | 16
2673290 | pie cookie | My firm | 24
1554971 | cake pie | Milka | 12
1858395 | cookie  | My firm | 15
5117054 | pie cookie | Nestle | 16
4652566 | bisquits  | My firm | 23.813
4617780 | chocolate waffle | My firm | 14
9846464 | bonbon  | Milka | 22.54
8828684 | bisquits waffle | Kinder | 26
4094483 | bisquits bonbon | Ood | 29.782
4253206 | bisquits donnat | Karmela | 28.102
6531400 | chocolate  | New mark | 15
4643824 | bisquits bisquits | New mark | 17.344
9523332 | cake bisquits | Kinder | 22.220
5870196 | cookie bonbon | New mark | 24.828
6930376 | chocolate bonbon | Milka | 13.125
9292741 | cake chocolate | My firm | 20.498
7004619 | chocolate bisquits | My firm | 7
4110869 | donnat waffle | My firm | 26.981
6352345 | chocolate cookie | Karmela | 26
825541 | cookie bisquits | Nestle | 10
1224490 | cake bisquits | Nestle | 15
4576897 | donnat waffle | Milka | 9.828
26233 | cookie  | Karmela | 21.919
7171918 | chocolate cake | New mark | 29
7471796 | bonbon cookie | My firm | 24
5256956 | bonbon pie | Nestle | 5.481
1240878 | waffle cake | Milka | 15.91
8238529 | cake bonbon | Ood | 24
7282540 | cake cookie | Milka | 5
6317495 | pie chocolate | My firm | 8
7807399 | waffle cake | Milka | 29.56
1474068 | cake cake | Kinder | 29
6231835 | cake cake | My firm | 24.690
5858957 | chocolate  | My firm | 25
2569179 | bonbon  | New mark | 11.243
8402103 | waffle pie | New mark | 20
9012660 | bonbon bonbon | Karmela | 21.773
2686346 | pie donnat | Karmela | 20
6632971 | donnat bonbon | Nestle | 26
3373804 | donnat donnat | Karmela | 23.79
8625706 | cake  | Karmela | 23
5853210 | bonbon bonbon | My firm | 14
2554229 | donnat waffle | My firm | 13
7759606 | bisquits bisquits | Karmela | 10
5538778 | waffle chocolate | My firm | 19.907
1180264 | pie  | Ood | 0.783
6058044 | chocolate waffle | Karmela | 2
1718857 | cookie  | Nestle | 9.494
1160463 | pie waffle | My firm | 0
1945959 | bonbon  | New mark | 21
8364040 | cake  | Karmela | 12
9922964 | pie waffle | Milka | 20
5965983 | bisquits  | Ood | 3.885
4130611 | chocolate bonbon | My firm | 17.78
4112085 | pie cookie | Ood | 22.429
2414271 | waffle cookie | Nestle | 21
3544653 | cake cake | My firm | 12.256
8991382 | cookie donnat | New mark | 23.189
8494183 | cake bisquits | Karmela | 18
7759313 | chocolate pie | Ood | 11.754
5734713 | cake cookie | My firm | 21
6116879 | cake  | Karmela | 28.77
7999182 | bisquits chocolate | Nestle | 2
3974350 | waffle pie | Ood | 29
9591220 | cookie  | Ood | 20
2679483 | bisquits bonbon | Karmela | 14
895355 | bisquits  | Kinder | 19
6982807 | bisquits  | Milka | 24.135
8897481 | bonbon  | Karmela | 25
7237320 | bisquits chocolate | Kinder | 22.257
8097022 | cookie waffle | Nestle | 24.775
1406792 | bisquits chocolate | Nestle | 8.769
3475816 | waffle cookie | Ood | 2
7322233 | bisquits  | New mark | 18
1654246 | donnat waffle | Nestle | 26
2722384 | pie bisquits | Kinder | 3.936
9050520 | cake  | My firm | 0
7437494 | cake cake | Nestle | 21
1848095 | chocolate  | Kinder | 15
9752545 | waffle cake | Ood | 11
4976122 | cookie waffle | My firm | 23.19
8271712 | cookie  | Nestle | 17
4216751 | bonbon cake | Kinder | 5.87
7012415 | bisquits  | My firm | 23.472
5190536 | chocolate  | Kinder | 13
1773293 | pie bonbon | Karmela | 19
3576382 | waffle  | New mark | 27
5535794 | bisquits  | Kinder | 26.439
4101833 | pie bisquits | Kinder | 29
5471777 | bisquits pie | Milka | 4.244
4211031 | donnat waffle | My firm | 17
2405556 | bonbon cookie | Ood | 15.502
88597 | bisquits chocolate | Ood | 9.213
833190 | cookie chocolate | Kinder | 26.463
7645593 | cookie  | Ood | 3
4706451 | cake cake | Karmela | 13
4867618 | chocolate bisquits | New mark | 17
4344019 | bonbon  | Ood | 9
4681615 | pie cookie | Karmela | 11
339209 | pie bonbon | Nestle | 11
8730064 | chocolate  | Nestle | 20
4428288 | cookie bonbon | Karmela | 7.797
289162 | cookie waffle | My firm | 13
6582190 | pie  | Kinder | 7
7367338 | cake bisquits | Kinder | 12.601
3127079 | chocolate bonbon | Karmela | 6
2019240 | cake waffle | Kinder | 4.198
9565321 | pie donnat | My firm | 6.809
2944042 | waffle  | Karmela | 27
8822133 | cake bonbon | Milka | 21
5209660 | bonbon bonbon | Kinder | 13.437
5637258 | bonbon cake | My firm | 20
2438495 | cookie waffle | Kinder | 6
8086759 | cookie donnat | Milka | 23.624
8480319 | donnat  | Karmela | 13
9503173 | cake pie | Kinder | 11
2744254 | cake waffle | Nestle | 12
3003554 | cake cake | Nestle | 27.251
6966384 | bonbon  | Nestle | 5
3135334 | waffle pie | Milka | 23.814
757547 | cake pie | Ood | 16
5512638 | cookie waffle | Ood | 9.130
6296372 | bonbon bisquits | Karmela | 0.517
6511269 | bonbon donnat | Milka | 15
878698 | cake  | My firm | 20.661
5330488 | chocolate waffle | Milka | 19
305343 | bisquits bonbon | Nestle | 24
7117552 | waffle pie | New mark | 3
6498536 | chocolate cookie | Kinder | 28
7525658 | pie waffle | Ood | 29
4788576 | cookie  | New mark | 17.620
8770374 | bonbon donnat | New mark | 28
2049862 | waffle pie | Kinder | 9
9576212 | bonbon bonbon | New mark | 16.536
7779177 | pie pie | Ood | 6
2783140 | donnat  | Ood | 21
9078070 | pie bisquits | Ood | 12
2795881 | bonbon donnat | Karmela | 24
3586503 | cookie pie | Karmela | 10
3976970 | donnat pie | Kinder | 4
2188183 | cake bonbon | Karmela | 3.391
1250382 | pie chocolate | New mark | 7
1918369 | waffle  | Kinder | 21
7408754 | bonbon bisquits | Nestle | 12
8564482 | chocolate donnat | Nestle | 5.448
9889898 | cake  | Karmela | 14
4124003 | donnat  | My firm | 18.784
7761141 | chocolate donnat | My firm | 26
4883078 | bonbon bonbon | Karmela | 16
474756 | waffle pie | My firm | 5.202
7486544 | bonbon bonbon | My firm | 9.226
7763721 | pie cake | Kinder | 29
515210 | pie  | Karmela | 28
9176186 | pie  | Ood | 12
5112689 | waffle chocolate | Ood | 18
3341734 | cookie bonbon | Nestle | 4.0
512540 | waffle  | New mark | 13.646
6970648 | donnat  | Karmela | 6
8310357 | bisquits bisquits | Kinder | 28
8293036 | chocolate waffle | Kinder | 15
1977510 | cookie donnat | My firm | 23
8663645 | waffle chocolate | Ood | 9
7004566 | cake bisquits | Nestle | 3
2784402 | bonbon bisquits | Milka | 10.985
7344868 | pie donnat | Nestle | 13.295
2632298 | bonbon cake | Ood | 25
1907268 | chocolate donnat | Kinder | 9
1894917 | cake bonbon | Ood | 10
6990227 | bonbon cookie | Ood | 20
4097982 | chocolate waffle | My firm | 13
929672 | chocolate cookie | Nestle | 16
1527905 | cookie chocolate | Karmela | 26
180266 | cookie  | My firm | 25
5642071 | donnat chocolate | Kinder | 4
7809285 | chocolate cookie | Karmela | 25.96
6845333 | donnat waffle | New mark | 2
7128914 | chocolate bonbon | New mark | 4
4560488 | cake cake | Ood | 0.30
3627804 | waffle  | New mark | 27.803
8838582 | waffle cookie | Karmela | 10
6157992 | chocolate  | Nestle | 0.951
5416671 | pie cake | Nestle | 18.641
9335883 | donnat  | Ood | 19
1643029 | bonbon  | Milka | 14
1396646 | chocolate bonbon | Karmela | 1
694484 | pie cookie | Ood | 28.821
5819983 | donnat  | My firm | 13
2422625 | waffle bisquits | Karmela | 20.451
8094158 | donnat  | My firm | 9
4273053 | waffle  | Kinder | 9
9766667 | pie  | Nestle | 7
5737366 | cake bisquits | Ood | 19.152
8974020 | cookie pie | Ood | 11
6179521 | chocolate bisquits | My firm | 18.393
1117582 | pie  | Milka | 18
4501616 | bonbon chocolate | Karmela | 3
8691917 | waffle cookie | My firm | 4
8129176 | donnat  | Kinder | 28.358
7520221 | cake  | New mark | 10.344
4705462 | cookie waffle | Nestle | 11
4165507 | chocolate bisquits | Milka | 10
5490441 | cake donnat | My firm | 10
1536326 | waffle bonbon | My firm | 12
5582636 | bisquits  | Milka | 24.398
9382175 | chocolate  | Kinder | 23
3963668 | donnat pie | Karmela | 22
2029779 | donnat pie | Ood | 28
3169136 | chocolate  | Milka | 26
7491009 | pie cookie | Kinder | 14
3501150 | cookie cookie | New mark | 20
1845234 | bonbon  | Kinder | 16
8117370 | waffle donnat | Nestle | 11
2432284 | chocolate donnat | Ood | 6
7176017 | cookie  | Ood | 24.386
2598389 | cookie  | New mark | 0.62
5794186 | chocolate  | Ood | 20.138
2539394 | bisquits chocolate | Karmela | 18.268
7334221 | cake cake | New mark | 5
9212834 | chocolate  | Nestle | 11
9030101 | bisquits  | Nestle | 5
6638097 | donnat donnat | Milka | 2
4636623 | bisquits pie | Milka | 17.991
8587292 | cookie  | Nestle | 10
9329750 | bonbon cake | Nestle | 21
3509293 | donnat cake | My firm | 24
2887172 | donnat waffle | My firm | 4
3624321 | bisquits  | Kinder | 22.560
442809 | pie chocolate | New mark | 26
7988839 | pie  | Ood | 10.112
3571433 | chocolate  | New mark | 22
7027383 | donnat cake | New mark | 5.570
8577399 | pie cookie | Karmela | 0.143
6524652 | cake donnat | New mark | 14.538
5645914 | bonbon  | Karmela | 0.101
3212219 | chocolate  | Ood | 2.244
1712310 | cake bonbon | Ood | 1
3430898 | cake  | New mark | 6
4053619 | bonbon chocolate | Milka | 26.131
6631347 | bonbon cookie | My firm | 20.550
3274329 | bonbon  | Kinder | 12
9787414 | bonbon cookie | Ood | 28.427
9648629 | pie donnat | Karmela | 5.180
6447990 | bonbon chocolate | My firm | 14.595
4013915 | waffle  | New mark | 12
5892023 | chocolate pie | Milka | 17
6642158 | donnat  | Ood | 7.804
7732248 | cookie bonbon | Nestle | 4
161124 | bisquits  | Kinder | 14.962
1472977 | cookie waffle | Kinder | 1.709
203668 | pie  | Karmela | 18
3108411 | cookie  | Milka | 8.821
8270367 | waffle  | My firm | 8
5730899 | cake pie | Karmela | 14
5169180 | bisquits waffle | Milka | 4
639067 | cookie  | Kinder | 22
5433705 | cake chocolate | New mark | 5
1408184 | bisquits  | Karmela | 29
6610782 | cake bisquits | Ood | 10.43
4636651 | chocolate cake | Kinder | 4
7579063 | bisquits  | Ood | 20
8465448 | pie cookie | Kinder | 14
4464240 | bonbon  | Ood | 14
4723504 | donnat  | Milka | 4
6313199 | waffle  | Karmela | 27
7148996 | chocolate  | Nestle | 1
6019643 | bisquits pie | New mark | 2
9236511 | donnat cookie | Milka | 27
2388779 | cookie cake | Karmela | 2.210
444509 | bisquits bonbon | Ood | 5
4372675 | cookie  | Milka | 6
1638377 | cookie bonbon | Kinder | 11.886
1858606 | donnat pie | Kinder | 3.338
3603468 | cake pie | Nestle | 8
476939 | cookie  | Karmela | 16
8540787 | cookie  | New mark | 15.24
351607 | cookie cake | Ood | 9
4087570 | donnat donnat | Kinder | 5.231
3495352 | bonbon chocolate | Ood | 25
6512340 | donnat cake | My firm | 9
6951340 | chocolate chocolate | Milka | 9
486658 | bonbon chocolate | Nestle | 8.145
1597456 | cookie bisquits | Karmela | 5
2923400 | cookie  | Milka | 12
7823609 | donnat  | Ood | 15.259
3838980 | waffle  | Kinder | 23
3008694 | donnat donnat | My firm | 16
5057941 | cake  | Milka | 2
1590096 | pie donnat | Ood | 28
9990468 | bisquits  | Karmela | 5
2140889 | pie cake | My firm | 9
2460912 | donnat cake | Karmela | 21
9084661 | bisquits  | New mark | 29
8180715 | donnat cake | My firm | 4.917
3779070 | chocolate donnat | New mark | 17
6820277 | cake  | Karmela | 28
4626455 | bisquits chocolate | Nestle | 4.969
6498080 | bonbon cake | Nestle | 2.343
1268918 | bonbon bonbon | Karmela | 26
3404274 | pie bonbon | Nestle | 6
140752 | chocolate  | Milka | 10
7068833 | cookie  | Kinder | 23
7280989 | pie  | Nestle | 11
331191 | bisquits donnat | Nestle | 21
5944613 | waffle bonbon | My firm | 0.743
448216 | bonbon cake | Kinder | 21
6367280 | cookie  | Nestle | 13
1400852 | chocolate  | My firm | 13
2619349 | donnat bonbon | New mark | 8
7609646 | bonbon  | Nestle | 17
7530504 | bonbon cake | My firm | 20.789
3567819 | cake  | Ood | 27.205
4543761 | waffle  | New mark | 3
7612873 | pie  | Kinder | 23
7469105 | donnat bisquits | Milka | 12
7007702 | waffle waffle | Karmela | 23.840
9051529 | bonbon bisquits | New mark | 0.306
7966053 | chocolate waffle | Karmela | 29
6260815 | cookie bisquits | My firm | 25
3282221 | donnat cookie | Karmela | 21
199788 | waffle donnat | My firm | 25
1734405 | pie bisquits | Karmela | 19
2887517 | cookie pie | Karmela | 4
8196193 | donnat cake | Kinder | 0
9264356 | pie  | Nestle | 13.776
6173160 | cookie chocolate | Kinder | 20
7520793 | pie donnat | Milka | 6.396
4908264 | cake cookie | Milka | 6
5040133 | bonbon pie | New mark | 7.639
9357154 | bonbon donnat | Karmela | 28
7152851 | cookie waffle | Kinder | 2
7463324 | pie pie | My firm | 9
5581677 | pie  | Karmela | 2.309
5377711 | bisquits bonbon | New mark | 5.789
8432139 | bisquits waffle | Kinder | 0.123
7887566 | bonbon donnat | My firm | 21.992
7174904 | cake  | Nestle | 8.323
5891655 | pie  | Milka | 8
1724492 | bisquits cookie | Ood | 29
4506064 | chocolate  | My firm | 7
3534216 | waffle chocolate | New mark | 24.876
4881456 | chocolate  | Karmela | 15
9837088 | pie chocolate | New mark | 0
6163073 | pie waffle | My firm | 21
5416811 | cookie cookie | Kinder | 16
8801557 | donnat bisquits | Nestle | 29
6843036 | bisquits donnat | My firm | 10
6717373 | cookie  | Karmela | 7.737
6326148 | chocolate bisquits | Kinder | 23
8643707 | cookie cookie | Ood | 23.836
8275849 | cake chocolate | New mark | 27
7484454 | cookie  | Nestle | 29
999986 | bonbon pie | Nestle | 3.826
732436 | chocolate  | Milka | 11
6730199 | bonbon waffle | My firm | 12
6961913 | waffle  | Milka | 11
871410 | bisquits  | Milka | 21
4646430 | pie pie | Karmela | 19
8560122 | chocolate cake | Milka | 24
1120708 | pie bonbon | Karmela | 25
344561 | waffle cookie | Karmela | 28.160
4585243 | donnat cookie | My firm | 27.325
4043855 | cake pie | My firm | 24
7761483 | donnat donnat | Karmela | 6
8755898 | cookie bonbon | My firm | 10
1602132 | chocolate waffle | Karmela | 16
